date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:49	30545/30545	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/about.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/about.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:49	28312/28312	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/rooms.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/rooms.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:49	33859/33859	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/rooms2.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/rooms2.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:49	33951/33951	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/rooms3.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/rooms3.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:50	36895/36895	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/room-details.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/room-details.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:50	32614/32614	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/restaurant.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/restaurant.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:50	23699/23699	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/spa-wellness.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/spa-wellness.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:50	23023/23023	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/gallery.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/gallery.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:51	21814/21814	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/news.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/news.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:51	18574/18574	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/news2.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/news2.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:51	19143/19143	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:39%20GMT	https://duruthemes.com/demo/html/cappa/demo1/post.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/post.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:51	20571/20571	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2015:36:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/contact.html	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/contact.html	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:54	170760/170760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:26%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/2.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:54	131531/131531	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:22%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/8.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/8.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	190383/190383	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:27%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	170812/170812	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:26%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/3.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	378956/378956	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:25%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/7.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/7.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	28891/28891	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:27%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/pricing/2.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/pricing/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	42001/42001	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:28%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/pricing/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/pricing/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:56	26576/26576	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:27%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/pricing/3.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/pricing/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:57	30931/30931	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:28%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/pricing/4.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/pricing/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:57	294799/294799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:27%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/rooms/4.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/rooms/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:58	15824/15824	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:37:44%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/quot.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/quot.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:58	267125/267125	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:15%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/slider/2.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/slider/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:58	25543/25543	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:22%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/team/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/team/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:58	88016/88016	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:21%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/team/4.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/team/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:59	62905/62905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:21%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/team/5.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/team/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:59	163173/163173	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:18%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/spa/3.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/spa/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:16:59	285423/285423	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:18%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/spa/2.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/spa/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:00	306240/306240	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:19%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/spa/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/spa/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:00	80357/80357	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:20%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/2.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:00	131531/131531	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:21%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:00	198484/198484	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:21%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/3.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:00	178601/178601	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:19%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/4.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:01	340906/340906	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:13%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/restaurant/1.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/restaurant/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:01	25199/25199	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:11%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/1.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/1.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:01	201603/201603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:20%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/6.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/6.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:01	11190/11190	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:11%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/2.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/2.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:01	13735/13735	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/3.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/3.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:02	17573/17573	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:11%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/4.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/4.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:02	13593/13593	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:11%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/5.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/5.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:02	8641/8641	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Apr%202022%2015:39:11%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/clients/6.png	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/clients/6.png	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:02	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery-3.6.0.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery-3.6.0.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery-migrate-3.0.0.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/modernizr-2.6.2.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/imagesloaded.pkgd.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/imagesloaded.pkgd.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	34694/34694	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:40%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery.isotope.v3.0.2.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery.isotope.v3.0.2.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	177199/177199	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Apr%202022%2015:39:20%20GMT	https://duruthemes.com/demo/html/cappa/demo1/img/news/5.jpg	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/img/news/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:03	13079/13079	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:13%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/pace.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/pace.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:04	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:43%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/popper.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/popper.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:04	48948/48948	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/bootstrap.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/bootstrap.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:04	1418/1418	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:43%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/scrollIt.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/scrollIt.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:04	8835/8835	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:43%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery.waypoints.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery.waypoints.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:05	42854/42854	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/owl.carousel.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/owl.carousel.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:05	12597/12597	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:43%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery.stellar.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery.stellar.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:05	41730/41730	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/jquery.magnific-popup.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/jquery.magnific-popup.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:06	1232/1232	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/YouTubePopUp.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/YouTubePopUp.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:06	146227/146227	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/select2.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/select2.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:07	77831/77831	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:43%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/datepicker.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/datepicker.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:07	5010/5010	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:42%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/smooth-scroll.min.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/smooth-scroll.min.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:07	18188/18188	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Apr%202022%2015:38:41%20GMT	https://duruthemes.com/demo/html/cappa/demo1/js/custom.js	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/js/custom.js	(from https://duruthemes.com/demo/html/cappa/demo1/index.html)
12:17:07	144877/144877	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Apr%202022%2015:39:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1/css/plugins/bootstrap.min.css	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/css/plugins/bootstrap.min.css	(from https://duruthemes.com/demo/html/cappa/demo1/css/plugins.css)
12:17:07	3286/3286	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Apr%202022%2015:39:10%20GMT	https://duruthemes.com/demo/html/cappa/demo1/css/plugins/owl.carousel.min.css	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/css/plugins/owl.carousel.min.css	(from https://duruthemes.com/demo/html/cappa/demo1/css/plugins.css)
12:17:07	1003/1003	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Apr%202022%2015:39:10%20GMT	https://duruthemes.com/demo/html/cappa/demo1/css/plugins/owl.theme.default.min.css	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/css/plugins/owl.theme.default.min.css	(from https://duruthemes.com/demo/html/cappa/demo1/css/plugins.css)
12:17:08	71552/71552	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Apr%202022%2015:39:10%20GMT	https://duruthemes.com/demo/html/cappa/demo1/css/plugins/animate.min.css	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/css/plugins/animate.min.css	(from https://duruthemes.com/demo/html/cappa/demo1/css/plugins.css)
12:17:08	16417/16417	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Apr%202022%2015:39:10%20GMT	https://duruthemes.com/demo/html/cappa/demo1/css/plugins/themify-icons.css	C:/Users/mdeht/OneDrive/Desktop/cilected/duruthemes.com/demo/html/cappa/demo1/css/plugins/themify-icons.css	(from https://duruthemes.com/demo/html/cappa/demo1/css/plugins.css)
